X,Y,OBJECTID,ATF_CODE,FACILITY,ADDRESS_1,ADDRESS_2,ADDRESS_3,ADDRESS_4,CITY,STATUS,CONTAINE_2,proportionToHere
1773532.418,5874032.507,236,1634,Tuakau Grain Complex,104 Bollard Road,Tuakau Z3,162 Harrisville Road,Tuakau  2121,Auckland,current 2009/10,6,1.1915410638098297e-06
1765469.101,5912074.222,239,1646,HJ Langdon & Co (NZ) Ltd,11 Rakino Way,Mt Wellington Z1,PO Box 112 126,Penrose,Auckland,current 2009/10,78,0.0002880453303660614
1763562.55,5914806.812,243,1665,Nutricia New Zealand - Warehouse,37 Banks Road,Mt Wellington,PO Box 62523,Central Park,Auckland,current 2009/10,58,0.0002880453303660614
1764187.5,5912081.006,244,1672,Ocean Union Enterprises,3 Monahan Road,Mt Wellington Z1,PO Box 58808,Auckland,Auckland,current 2009/10,21,0.0002880453303660614
1574214.167,5176236.847,245,1680,Jeffs Vehicle Deliveries - CHC,314 Port Hills Road,Christchurch,PO Box 288,Christchurch,Christchurch,current 2009/10,288,0.0007527505398938392
1496271,5165986,247,1694,CA & JR Lill 1694,Whenuapai Farm,"Highbank Cairnbrae Road, Methven",R D 12,Rakaia,Methven,current 2009/10,5,1.7572828390663113e-07
1565490.994,5178361.713,248,1696,Goodyear & Dunlop Tyres (NZ) Ltd,72-73 Treffers Road,"Sockburn, Christchurch",PO Box 11-171,Christchurch,Christchurch,current 2009/10,18,1.7572828390663113e-07
1564526.059,5179380.482,249,1705,Christchurch Cool Stores Ltd,22 Watts Road,"Sockburn, Christchurch","PO Box 11-002, Christchurch",,Christchurch,current 2009/10,75,1.7572828390663113e-07
1936803.514,5615175.659,251,1709,Ravensdown Fertiliser - NPE,890 Waitangi Road Awatoto and,"Sheds 8 and 10 ,Port of Napier",Private Bag 6012,"Awatoto, Napier.",Napier,current 2009/10,131,0.0003068596125941006
1762428.072,5912532.574,252,1714,NZ Bakels Ltd.,421-429 Church Street East,Penrose,PO Box 12 844,Penrose,Auckland,current 2009/10,132,0.0002880453303660614
1461454.478,5082935.043,255,1729,Port of Timaru,North Mole Container Pad,Marine Parade,PO box 544,Timaru,Timaru,current 2009/10,119,1.8889649427210205e-05
1768442.368,5908863.333,259,1747,New Zealand Wines and Spirits,13 - 21 Springs Road,EastTamaki Z1,PO Box 58741,Greenmount,Auckland,current 2009/10,206,0.0002880453303660614
1931278,5606709,263,1766,Graeme Lowe - Hastings,Coventry Road,Hastings,PO Box 449,,Hastings,current 2009/10,20,0.0003068596125941006
1758720.291,5433771.39,265,1784,Exide Technologies - Recycle,51-57 Waione St,Petone,P O Box 36 026,Lower Hutt,Lower Hutt,current 2009/10,13,0.00030305714073883467
1750849,5423579,266,1789,Green Freight Limited - WLG,Cnr Tirangi Rd & Kingsford Smith St,Wellington,PO Box 14-685,Kilbirnie,Wellington,current 2009/10,87,6.485210477506624e-07
1763255.973,5911297.261,267,1795,Kerry Ingredients - Otahuhu,11-13 Bell Avenue,Otahuhu,PO Box 22434,Otahuhu,Auckland,current 2009/10,237,0.0002880453303660614
1754158.634,5913801.325,274,1840,Hardware 2000 Limited,40b Roma Road,Mt. Roskill - Z2,PO Box 27 187,Mt. Roskill,Auckland,current 2009/10,26,0.0002880453303660614
1241637,4858759,275,1855,Hayes Wholesale Nurseries,Flora Road West,RD6 Invercargill,Flora Road West,RD6 Invercargill 9876,Invercargill,current 2009/10,2,4.752732821372712e-05
1564620.373,5173011.099,276,1858,Moffatt Flower Company,1 Candys Road,"Halswell, Christchurch",1 Candys Road,"Halswell, Christchurch",Christchurch,current 2009/10,4,1.7572828390663113e-07
1825752.684,5886898.02,277,1860,Thames Auction House Ltd,638 Pollen Street,Thames,PO Box 264,Thames,Thames,current 2009/10,3,1.1915410638098297e-06
1751994.091,5932388.469,278,1861,PSP Ltd - AKL,"320 Rosedale Rd,Zone 3",Albany,PO Box 101 851,North Shore Mail Centre,Auckland,current 2009/10,163,1.1915410638098297e-06
1758136.632,5906344.471,279,1869,Simply Logistics Ltd,39 Aintree Ave,Airport Oaks Z1,PO Box 97 468,SAMC,Auckland,current 2009/10,392,0.0002880453303660614
1818344.278,5543665.305,280,1870,PGG Wrightson - PMR,State Highway 3,Mount Stewart,"15 Stewart Road, RD9","Mount Stewart, Palmerston North",Feilding,current 2009/10,3,0.00030305714073883467
1560032.1,5178236.529,283,1893,"Foodstuffs (SI) Ltd, Hornby",17 Hickory Place,"Hornby, Christchurch 8042",P O Box 2778,Christchurch 8140,Christchurch,current 2009/10,95,1.7572828390663113e-07
1820663.188,5531178.497,284,1908,Hireways Ltd,433 Rangitikei Street,Palmerston North,PO Box 523,,Palmerston North,current 2009/10,28,0.00030305714073883467
1697039.341,5677559.361,285,1920,Eagle Automotives Ltd,40-42 Hurlstone Dr,New Plymouth,P O Box 7189,,New Plymouth,current 2009/10,10,1.568065816949363e-06
1769472.659,5908588.48,290,1937,Hafele NZ - AKL,16 Accent Drive,East Tamaki Z2,PO Box 58 542,East Tamaki,Auckland,current 2009/10,121,0.0002880453303660614
1883052,5826162.779,292,1953,NZ Van Lines - MTM,36C McDonald Street,Mount Maunganui,PO Box 4245,Mount Maunganui,Mount Maunganui,current 2009/10,98,0.0005211217170594276
1563432.8,5185051.223,294,1962,US Antarctic Prog. Cargo Yard,"45 Orchard Road, Harewood,",Christchurch,c/-Raytheon Polar Services (NZ) Ltd,"c/- Air Post Office, Private Bag 4747, Christchurc",Christchurch,current 2009/10,132,1.7572828390663113e-07
1757759.826,5924020.052,295,1963,American Boats Direct Ltd,2 Sir Peter Blake Parade,Bayswater Z2,2 Sir Peter Blake Parade,"Bayswater Marina, Bayswater",Auckland,current 2009/10,17,0.0002880453303660614
1760668.932,5432970.437,296,1964,Anderson & Flowers - Gracefield Rd,115 Gracefield Road,Seaview,PO Box 51303,Tawa,Lower Hutt,current 2009/10,654,1.1915410638098297e-06
1758040.79,5906758.34,297,1966,Multifreight Ltd,3/197 Montgomerie Rd,"Airport Oaks,zone1",P. O. Box 107004,Airport Oaks,Auckland,current 2009/10,42,1.1915410638098297e-06
1763677.173,5909936.613,301,1986,BE Car Parts,12 Moa Street,Otahuhu Z1,PO Box 22024,Otahuhu,Auckland,current 2009/10,23,0.0002880453303660614
1740302.942,5927882.474,302,1992,Hahei Plants Ltd (Auckland),451 State Highway 16,RD2 Kumeu,451 State Highway 16,RD2 Kumeu,Auckland,current 2009/10,1,1.1915410638098297e-06
1761230.671,5911785.458,303,1997,Discount House NZ Ltd Onehunga,3E Edinburgh Street,Onehunga zone 1,Po Box 22876,Otahuhu,Auckland,current 2009/10,46,0.0002880453303660614
1571702.523,5192585.062,304,2006,G-Tech Separation Ltd,"21 Empire Road, Belfast, Christchurch",,PO Box 29,Kaiapoi,Canterbury,current 2009/10,1,1.7572828390663113e-07
1750187.694,5945700.165,305,2007,Alfon Corporation,35 Foundry Rd,Silverdale z3,PO Box 241,Orewa,Auckland,current 2009/10,2,0.0002880453303660614
1688633.021,5675869.419,306,2009,Dow Agrosciences (NZ) Ltd,89 Paritutu Road,New Plymouth,Private Bag 2017,,New Plymouth,current 2009/10,713,1.568065816949363e-06
1764335.487,5438573.576,308,2018,Woolyarns Ltd,25-27 Eastern Hutt Road,Wingate,PO Box 35 020,Naenae,Lower Hutt,current 2009/10,18,0.00030305714073883467
1689097.138,5676396.361,313,2029,Specialised Container Services (NP),South End Blyde Terminal,Port Taranaki,P O Box 6114,Motoroa,New Plymouth,current 2009/10,74,1.568065816949363e-06
1245693.619,4849782.625,317,2036,Invercargill Partsworld,110 Otepuni Avenue,Invercargill,P O Box 275,Invercargill,Invercargill,current 2009/10,2,1.1915410638098297e-06
1764840.498,5912930.343,319,2050,Primor Bowden Ltd,14 Bowden Road,Mt. Wellington Z1,PO Box 9190,Newmarket,Auckland,current 2009/10,229,0.0002880453303660614
1720046.183,6045239.145,320,2051,Tyre Master Ltd.,21 Port Road,0,21 Port Road,,Whangarei,current 2009/10,4,6.485210477506624e-07
1564903.82,5178740.281,321,2054,Peter Fletcher Transport Ltd.,23 Kilronan Place,"Sockburn, Christchurch",P O Box 11174,Christchurch,Christchurch,current 2009/10,538,1.7572828390663113e-07
1751903.229,5931760.109,322,2060,K-1 Trans Co. Ltd,13E Piermark Drive,Albany Z3,PO Box 302 633,North Harbour,Auckland,current 2009/10,44,0.0002880453303660614
1573322.657,5186553.642,323,2066,Waitikiri Gardens,449 Prestons Road,"Burwood, Christchurch",PO Box 39 073,Harewood,Christchurch,current 2009/10,5,1.7572828390663113e-07
1775138.687,5899794.332,324,2067,Flightline Aviation Ltd Ardmore,634 Corsair Lane,Ardmore Airport Z2,PO Box 72 075,Papakura,Auckland,current 2009/10,7,0.0002880453303660614
1569707.833,5179448.628,327,2074,Auto Restorations Ltd,52 Stewart Street,Christchurch,PO Box 22-273,Christchurch,Christchurch,current 2009/10,13,1.7572828390663113e-07
1407259.195,4914716.446,329,2091,FW McDowall Limited,65 Portobello Road,,PO Box 2089,South Dunedin,Dunedin,current 2009/10,49,0.00017336545090004872
1754129.308,5439108.933,330,2094,Turners & Growers - (WLG),"Level 1,Turners & Growers Complex,Jamacia Drive","Grenada North,Tawa",P O Box 56048,Tawa,Wellington,current 2009/10,41,1.1915410638098297e-06
1758152.933,5906524.646,332,2096,Davies Intl Ltd - Aintree Ave,21-23 Aintree Ave &177 Montgomerie Rd,Airport Oaks Z1,PO Box 73-111,Auckland,Auckland,current 2009/10,291,0.0002880453303660614
1565769.911,5178822.454,333,2098,AW Fraser,39 Lunns Road,,PO Box 6055,Riccarton,Christchurch,current 2009/10,26,1.1915410638098297e-06
1766149.932,5900125.315,335,2101,Pacific Fresh Ltd,423 Roscommon Road,Clendon Z1,"Unit 1, 423 Roscommon Road",Clendon,Mangere,current 2009/10,59,0.0002880453303660614
1827920.501,5531096.302,336,2104,Fiesta Bulb Marketing.,263 Te Matai Road,Palmerston North,PO Box 1,Palmerston North,Palmerston North,current 2009/10,18,0.00030305714073883467
1564644.478,5184484.687,338,2117,Christchurch Yarns,15 Sheffield Crescent,Burnside,PO Box 20015,,Christchurch,current 2009/10,9,1.7572828390663113e-07
1753837.544,5914468.742,339,2118,Hong Fat Trading Company Ltd,"Unit 2a and 3a, 151 Stoddard Road",Mt Roskill Z2,"Unit 2a and 3a, 151 Stoddard Road",Mt Roskill,Auckland,current 2009/10,3,0.0002880453303660614
1562119,5179239,340,2121,CRT Farm Centre Seed & Wool,156 Waterloo Road,Hornby,PO Box 16 402,Hornby,Christchurch,current 2009/10,73,1.7572828390663113e-07
1817962.116,5542599.155,341,2128,Manawatu Cold Storage Ltd,99 Kawa Kawa Road,Feilding,PO Box 216,Feilding,Feilding,current 2009/10,12,0.00030305714073883467
1560341.165,5176839.215,342,2129,"Tegel Foods - CHC, Sir James Wattie Dr",1 Sir James Wattie Drive,"Hornby, Christchurch","PO Box 16-016, Hornby",Christchurch,Christchurch,current 2009/10,23,1.7572828390663113e-07
1765155.846,5912564.036,343,2130,VersaCold NZ Ltd - Paisley Place,20 Paisley Place,MT Wellington Zone 1,PO Box 51179,Pakuranga,Auckland,current 2009/10,1810,0.0002880453303660614
1801592,5553785,344,2134,Farmlands Foods Ltd,Tennants Road,Bulls,PO Box 576,"Wanganui, Bulls 4540",Bulls,current 2009/10,52,0.00030305714073883467
1816000,5526908,345,2136,Goodman Fielder Ltd. Kiwi Meats Division,Works Road,Longburn,PO Box 945,,Palmerston North,current 2009/10,2,1.1915410638098297e-06
1798975.726,5815223.319,347,2141,Goodman Fielder NZ Frankton Meats Div,2 Lincoln street,Frankton,2 Lincoln Street,Frankton,Hamilton,current 2009/10,43,1.1915410638098297e-06
1766304,5902481,350,2155,Transport Specialties Ltd.,Cnr Kerrs Rd & Ash Rd,Wiri Z1,PO Box 98 971,South Auckand Mail Centre,Auckland,current 2009/10,186,0.0002880453303660614
1571296.503,5194250.177,352,2157,Heller Tasty Ltd (Kaiapoi),67 Main North Road,Kaiapoi,67 Main North Road,,Kaiapoi,current 2009/10,133,1.1915410638098297e-06
1764408.258,5913190.542,353,2160,Bowden Storage & Distribution Ltd,31 Carbine Road,Mt Wellington Z1,PO Box 58 132,Greenmount,Auckland,current 2009/10,258,0.0002880453303660614
1560844.675,5176909.202,354,2161,Polarcold Stores Ltd - Can-Cr,8 Canada Crescent,Hornby,P O Box 16066,Hornby 8441,Christchurch,current 2009/10,99,1.7572828390663113e-07
1569671.968,5205422.111,355,2163,VersaCold NZ Ltd - Smarts Rd,1 Smarts Road,Hornby,PO Box 16706,Hornby,Christchurch,current 2009/10,240,1.7572828390663113e-07
1876741.473,5818621.187,356,2165,Maleme Coldstorage Ltd,10 Maleme Street,Greerton,PO Box 9071,Greerton,Tauranga,current 2009/10,76,0.0005211217170594276
1758730.479,5920697.454,360,2176,MAFBNZ - Produce Room (Akl Wharf),Wharf Area,Ports of Auckland Z2,PO Box 39,Auckland,Auckland,current 2009/10,122,0.0002880453303660614
1763740.97,5911538.777,361,2177,DHL Exel Supply Chain - Niall Burgess R,7-9 Niall Burgess Road,Mt. Wellington Z1,PO Box 51 077,Pakuranga,Auckland,current 2009/10,1195,0.0002880453303660614
1772241.276,5445520.037,363,2190,Schering-Plough Irradiation,33 Whakatiki Street,Upper Hutt,Private Bag 908,Upper Hutt,Upper Hutt,current 2009/10,15,1.1915410638098297e-06
1761291.094,5911858.436,364,2193,Metroport Auckland (339 Neilson),339 Neilsen Street,Onehunga Z1,Private Bag 93310,Otahuhu,Auckland,current 2009/10,46,0.0002880453303660614
1761370.919,5913030.722,365,2194,Glengarry Hancocks,40 Rockridge Rd,Penrose Z1,PO Box 47-191,Ponsonby,Auckland,current 2009/10,249,0.0002880453303660614
1773100.833,5891608.805,366,2195,Horticentre Ltd (Drury),10 Firth Street,Drury 1750 Z2,10 Firth Street,Drury 1750,Auckland,current 2009/10,125,0.0002880453303660614
1881959.919,5827316.869,369,2204,Priority Logistics,75 Portside Drive,Mount Maunganui,PO Box 4528,Mount Maunganui,Mount Maunganui,current 2009/10,596,0.0005211217170594276
1759474.893,5906115.111,371,2222,NZE New Zealand Ltd.,20 Westney Rd,Mangere Z1,PO Box 56394,Dominion Rd,Auckland,current 2009/10,2,0.0002880453303660614
1775138.402,5899156.634,372,2227,Eurocopter International,Harvard Lane,Ardmore Aerodrome Z2,PO Box 72 274,Papakura,Auckland,current 2009/10,6,1.1915410638098297e-06
1768387.692,5909802.003,373,2232,Caroma Industries (NZ) Ltd,17 Allens Road,East Tamaki Z1,17 Allens Road,East Tamaki,Auckland,current 2009/10,262,0.0002880453303660614
1811897.606,5454064.544,374,2234,Premier Bacon Co Ltd  #3475,36 Moreton Road,Carterton,PO Box 35,Carterton,Wairarapa,current 2009/10,163,1.1915410638098297e-06
1749739.945,5916740.564,376,2242,Tyres 4U - AKL,304  Rosebank Road,Avondale Z2,P O Box 19164,Avondale 1746,Auckland,current 2009/10,226,0.0002880453303660614
1770811,5443252,377,2248,SPEL Base Depot Trentham,"Base Depot,Messines Av,Trentham Miltary",Trentham,"Private Bag 905,",Trentham,Upper Hutt,current 2009/10,7,1.1915410638098297e-06
1761479.713,5912428.383,379,2256,Alfa Tyres,377 Church Street,Penrose Z1,377 Church Street,Penrose,Auckland,current 2009/10,1,1.1915410638098297e-06
1758824,5904625,380,2264,Freights & Customs Brokers International,"Bay 48, Airport Freight Centre",Auckland Airport Z1,PO Box 53152,Auckland International Airport,Auckland,current 2009/10,101,1.1915410638098297e-06
1763251.866,5911690.385,381,2266,MG Marketing - (AKL Penrose),801-803 Great South Road,Penrose -- Zone 1,PO Box 12 370,Penrose,Auckland,current 2009/10,674,1.1915410638098297e-06
1766964.299,5904977.255,383,2276,Spotlight Warehouse (Akl),22 Ryan Place,Manukau City Z1,Private Bag 94029,Manukau City,Auckland,current 2009/10,2,1.1915410638098297e-06
1765329.21,5902106.063,386,2289,Visy Board NZ.,235 Roscommon Road,"Wiri, Auckland Zone 1",PO Box 97520,SAMC,Auckland,current 2009/10,3029,0.0002880453303660614
1396625.941,4917569.979,389,2294,Hercus-Tairei Res Unit,University of Otago Animal Breeding Station,Mosgiel,PO Box 56,,Dunedin,current 2009/10,4,1.1915410638098297e-06
1758192.641,5906428.895,391,2307,Kuehne & Nagel Ltd - 30 Aintree Ave,30 Aintree Avenue,"Airport Oaks, Auckland Z1",PO Box 53 041,Auckland Airport,Auckland,current 2009/10,396,0.0002880453303660614
1752066.065,5931607.431,392,2314,"Albany Cold Storage, BID VEST",7 Armstrong Road,Albany Z3,PO Box 300 096,Albany,Auckland,current 2009/10,213,0.0002880453303660614
1750415.958,5914019.257,393,2315,Origin Interiors Ltd.,1 Veronica Street,New Lynn Z2,PO Box 15514,New Lynn,Auckland,current 2009/10,16,1.1915410638098297e-06
1760806.21,5912501.614,394,2319,Oilseed Products,2 Henderson Place,Penrose Z1,Po Box 47-360,Ponsonby,Auckland,current 2009/10,279,0.0002880453303660614
1815857,5802435,395,2322,Aotearoa Park Cold Storage Ltd,Te Awamutu Road,Cambridge,PO Box 441,,Cambridge,current 2009/10,5,0.0005211217170594276
1749178.906,5424912.676,397,2325,Mediterranean Foods (Wgtn) Ltd,42 Constable Street,Newtown,42 Constable Street,Newtown,Wellington,current 2009/10,11,6.485210477506624e-07
1768875.012,5911552.683,398,2330,Knobs n Knockers,293 Ti Rakau Drive,East Tamaki - Z2,PO Box 51286,Pakuranga,Auckland,current 2009/10,4,0.0002880453303660614
1768211.248,5888696.274,401,2337,Gellert Nurseries Ltd,593 State Highway 22,Karaka,RD1,Papakura,Auckland,current 2009/10,25,1.1915410638098297e-06
1748871.028,5917993.552,402,2339,Affordable Partsworld (1999) Ltd,705 Rosebank Road,Avondale Z2,PO Box 19-584,Avondale,Auckland,current 2009/10,3,0.0002880453303660614
1768590.761,5911089.678,403,2340,Everest Corp East Tamaki,105 Cryers Road,East Tamaki Z2,PO Box 58-896,Greenmount,Auckland,current 2009/10,11,0.0002880453303660614
1564457.987,5184872.296,405,2345,Tip Top Bakeries South Island,584 Wairakei Road,Harewood,P O Box 14-087,Harewood,Christchurch,current 2009/10,11,1.7572828390663113e-07
1797612.328,5819175.612,406,2346,Windscreens Direct - HLZ,Unit II 13/706 Te Rapa Road,Te Rapa Z1,PO Box 10381,Te Rapa,Hamilton,current 2009/10,8,0.0005211217170594276
1571116.528,5178697.183,407,2348,Osaka Auto Parts Ltd,63 Gasson St,"Sydenham, Christchurch",63 Gasson St,"Sydenham, Christchurch",Christchurch,current 2009/10,7,0.0007527505398938392
1804833,5806623,408,2352,Rotor-Craft Ltd.,Steele Road,Hamilton Airport,PO Box 8054,,Hamilton,current 2009/10,2,1.1915410638098297e-06
1758810.425,5905925.366,410,2360,Hellmann Worldwide Logistics - (AKL),18-26 Amelia Earhart Avenue,Mangere z 1,PO Box 59-220,Mangere Bridge,Auckland,current 2009/10,242,1.1915410638098297e-06
1758005.708,5906498.365,411,2362,Philpott Airfreight Ltd,173 Montgomerie Road,Mangere Z1,Po Box 53072,Auckland Airport,Auckland,current 2009/10,456,1.1915410638098297e-06
1765918.367,5904299.995,412,2363,Lim Brothers Import & Export,71 Plunket Ave,Wiri Z1,Po Box 99 417,Newmarket,Auckland,current 2009/10,217,1.1915410638098297e-06
1759828.226,5912038.612,414,2372,"Tom Ryan Cartage - AKL, Alfred St",32 Alfred Street,Onehunga Z1,PO Box 112-180,Penrose,Auckland,current 2009/10,130,0.0002880453303660614
1747816.937,5916138.369,416,2387,Pirrit Automotive,Unit I/4 Culperry Road,Glendene Z2,Unit I/4 Culperry Road,Glendene,Auckland,current 2009/10,2,0.0002880453303660614
1769217.454,5880112.591,418,2395,Powell Transport Ltd,17-23 Nelson Street,Pukekohe Z3,PO Box 470,Pukekohe,Auckland,current 2009/10,154,0.0002880453303660614
1751197,5433211,419,2398,Taylor Preston Limited.,"Kiwi Point,Ngauranga Gorge",Wellington,Private Bag 13-908,Johnsonville,Wellington,current 2009/10,3,0.00030305714073883467
1750487,5913676,420,2399,Huhtamaki Flexible Packaging,Corner Clark Street and Astley Ave,New Lynn Z2,Private Bag 93002,"New Lynn, Auckland",Auckland,current 2009/10,213,0.0002880453303660614
1749490.83,5916695.907,421,2404,Silver Bell Market -Fremlin Pl,24A Fremlin Place,Avondale Z2,Po Box 10185,Dominion Road,Auckland,current 2009/10,42,1.1915410638098297e-06
1758926,5904628,422,2408,Green Freight Limited - AKL,Bay 23-29 Airfreight Centre,Auckland International Airport Z1,PO Box 53-114,Auckland International Airport,Auckland,current 2009/10,54,0.0002880453303660614
1822362,5828969,423,2409,Seales Limited Morrinsville,Corner of Mc Rae and Anderson Streets,Morrinsville,PO Box 11,Morrinsville,Morrinsville,current 2009/10,137,1.1915410638098297e-06
1769409.313,5900022.061,424,2413,Babylon Auto Services,282 Great South Road,Manurewa Z1,282 Great South Road,Manurewa,Auckland,current 2009/10,1,0.0002880453303660614
1571815.076,5178623.81,425,2425,Specialised Container Services CHC,67 Mowbray Street,"Waltham, Christchurch",P O Box 3830,Christchurch,Christchurch,current 2009/10,17,0.0007527505398938392
